# %ECSV 0.9
# ---
# datatype:
# - {name: magma_id, datatype: int32, description: cprops island number}
# - {name: npix, datatype: int32, description: number of xy pixels in island}
# - {name: xctrpix, datatype: int32, description: median x-position in SAGE WCS}
# - {name: yctrpix, datatype: int32, description: median y-position in SAGE WCS}
# - {name: ractr, unit: deg, datatype: float32, description: RA (J2000) corresponding to island center}
# - {name: dcctr, unit: deg, datatype: float32, description: DEC (J2000) corresponding to island center}
# - {name: rarcm, unit: arcmin, datatype: float32, description: distance from LMC rotation center (2014ApJ...781..121V) (not deprojected)}
# - {name: sp8med, unit: MJy / sr, datatype: float32, description: median 8um intensity within island}
# - {name: sp8std, unit: MJy / sr, datatype: float32, description: spread in 8um intensity (from percentiles)}
# - {name: sp24med, unit: MJy / sr, datatype: float32, description: median 24um intensity within island}
# - {name: sp24std, unit: MJy / sr, datatype: float32, description: spread in 24um intensity (from percentiles)}
# - {name: comean, unit: K km / s, datatype: float32, description: mean CO intensity within island}
# - {name: comax, unit: K km / s, datatype: float32, description: max CO intensity within island}
# - {name: costd, unit: K km / s, datatype: float32, description: stddev of CO intensity}
# - {name: stmean, unit: solMass / pc2, datatype: float32, description: mean stellar surface density in island}
# - {name: ststd, unit: solMass / pc2, datatype: float32, description: stddev of stellar surface density}
# - {name: tdustmean, unit: K, datatype: float32, description: mean dust temperature in island (2019ApJ...874..141U)}
# - {name: tduststd, unit: K, datatype: float32, description: stddev of dust temperature}
# - {name: ndustmean, unit: solMass / pc2, datatype: float32, description: mean dust col density in island (2019ApJ...874..141U)}
# - {name: nduststd, unit: solMass / pc2, datatype: float32, description: stddev of dust col density}
# delimiter: ','
# schema: astropy-2.0
magma_id,npix,xctrpix,yctrpix,ractr,dcctr,rarcm,sp8med,sp8std,sp24med,sp24std,comean,comax,costd,stmean,ststd,tdustmean,tduststd,ndustmean,nduststd
221,7186,11741,5876,72.515686,-68.423744,142.95901,1.2592275,0.25456345,0.4888819,0.15422189,2.6162558,8.725084,1.8722179,23.3718,0.68283623,17.511976,1.0523148,0.14658819,0.035581026
222,4724,6784,8589,81.06353,-68.47949,65.62519,2.4978633,0.60068727,1.5101203,0.42234582,2.9666498,15.751007,2.1162758,43.113865,1.4564348,20.579971,1.5812094,0.20962027,0.05569305
223,3788,13398,7363,71.723366,-67.22581,195.91135,0.8209095,0.117182605,0.26983967,0.07494607,1.6146272,4.7458887,1.085368,9.194797,0.23725986,16.514025,0.5509102,0.13638625,0.03611427
224,7710,8761,6556,76.93718,-68.97043,41.21198,2.214518,0.58385724,0.99220496,0.33614624,2.1195261,5.6085196,1.2231898,96.14918,0.9604655,21.15565,0.64957535,0.109729275,0.030285738
225,2980,4849,8947,83.97275,-68.74203,115.39222,1.4010462,0.2312987,0.9075347,0.15049106,2.7441707,5.8027296,1.6685977,41.934254,3.8146973e-06,19.883837,0.4288144,0.13698862,0.03244949
226,2365,3969,7981,84.65539,-69.42544,125.73362,6.1381254,1.9400302,9.522572,3.4495366,1.4632509,3.9915261,1.1260036,61.047012,0.88546157,24.39405,0.54893965,0.2568282,0.092296906
227,2532,5542,6490,81.397964,-69.829,67.368645,4.83757,1.9142783,2.3457742,1.064141,2.2537007,4.615324,0.9578122,173.55017,1.6850587,25.067108,1.7426107,0.11298487,0.033252846
228,1521,4186,7442,84.00743,-69.65518,114.08577,12.632011,5.398563,29.192593,12.389435,1.6263424,2.8615863,0.75928617,94.94847,1.1553751,26.699646,0.9156964,0.47429693,0.09718959
229,1640,4078,8222,84.641235,-69.27866,125.17522,8.321102,2.5262256,14.257603,4.8797894,2.0970902,5.012919,1.3474822,56.069534,0.33794987,25.641333,0.32826716,0.35139763,0.049891904
230,1862,4064,8301,84.70863,-69.24105,126.64089,15.298058,4.0031147,24.551594,4.0131726,1.3045795,3.1594498,0.743254,53.123306,0.7244676,26.489231,0.36621854,0.4784725,0.09863655
231,3714,5120,8378,83.242516,-68.97248,96.88769,3.5367498,1.8066093,3.1342812,1.4582419,4.0937552,11.624134,3.164384,56.92339,0.60316217,21.626087,0.38261515,0.22992872,0.06612066
232,3072,13342,7414,71.8307,-67.21995,194.24039,1.0327969,0.14743014,0.36559522,0.08553772,2.6772301,5.9838815,1.513979,9.395318,0.20783469,15.922536,0.3665572,0.18760973,0.03309457
233,1748,3186,8157,85.90844,-69.49594,152.32687,2.2524018,0.49044153,1.5657007,0.33307266,1.168428,1.6229209,0.28523606,46.83456,0.8000662,22.028872,0.19479702,0.12450843,0.021045893
234,2037,3223,8495,86.04631,-69.31354,154.96123,6.2953787,1.6609507,4.73926,1.2611272,1.6903834,5.24454,1.399923,43.27209,0.14500849,21.655264,0.32342294,0.4239668,0.05298858
235,1917,4693,8372,83.846466,-69.06976,108.930954,3.9074178,0.7872384,4.955609,0.9556601,2.7768002,9.596051,2.8766491,56.03194,0.6558954,21.449274,0.5357897,0.267825,0.09960033
236,1245,11707,5616,72.33986,-68.55418,143.91898,1.1306913,0.20728007,0.45541853,0.119578205,1.5610266,2.9788938,0.8660225,23.227415,1.9073486e-06,17.359745,0.16936,0.12437472,0.011236585
237,1073,7021,8279,80.53412,-68.57664,53.147423,2.180319,0.79529077,1.1106187,0.4388376,2.4248016,5.1681952,1.2999126,56.049168,3.8146973e-06,20.112328,0.2502498,0.13328815,0.02698193
238,5181,3848,7870,84.765755,-69.50795,128.4547,17.004196,8.765332,83.57496,53.818398,3.5392299,7.4290977,2.0797346,63.45587,0.8434832,27.157946,1.3212973,0.446124,0.18402109
239,846,6970,8338,80.64327,-68.55972,55.570854,1.5763955,0.29079345,0.8403059,0.20128071,1.2500346,1.9403251,0.45303088,54.065205,3.8146973e-06,20.401703,0.3914455,0.09611843,0.02164573
240,951,4572,8169,83.89572,-69.19982,109.418976,11.708572,2.199361,28.319946,3.0794468,1.2363274,2.689488,0.6586733,62.3291,7.6293945e-06,25.362692,0.22469935,0.4836652,0.069185995
241,1286,11035,5030,72.69851,-69.031654,129.97173,1.9442613,0.3866406,0.73784626,0.18968815,0.9301491,1.8868655,0.5098921,29.24545,0.2275938,19.244156,0.21211725,0.12490776,0.027334848
242,4061,3814,8916,85.427795,-68.97639,143.3311,4.0392933,0.870446,3.8210788,0.6244668,2.02418,4.5844545,1.2260139,43.551636,0.20864277,23.111326,0.32603383,0.23203072,0.038528934
243,8223,5442,8851,83.0827,-68.659966,98.51207,4.847987,2.0089781,4.321587,2.0465307,1.8671373,5.3844333,1.3302221,43.338814,1.1748406,21.70123,0.6717043,0.303013,0.08432708
244,1862,12146,6269,72.33884,-68.11755,154.2007,0.8171873,0.13056168,0.30791837,0.11228497,1.8669704,4.5221477,1.2767183,19.133085,0.04620448,17.355835,0.2702827,0.10121779,0.027998593
245,674,3971,7373,84.28145,-69.7368,120.712,8.474445,1.4137276,5.7275724,0.9393561,2.024928,4.5355215,1.370294,94.679344,7.6293945e-06,23.76236,0.19649893,0.30935302,0.0716913
246,1800,3963,7789,84.5482,-69.52525,124.02483,6.3939414,2.5933168,5.779588,2.050355,1.6267195,3.1943426,0.6926121,68.09337,1.3839198,23.489136,0.31463984,0.22298013,0.06473822
247,2089,3776,7835,84.850464,-69.54105,130.43283,8.25462,3.2393303,12.923411,3.583261,2.3690836,6.785764,1.9954146,65.40025,0.9278382,25.441307,0.9351369,0.35337514,0.08413203
248,1182,5622,8776,82.78523,-68.65738,92.522964,2.838737,0.76284695,2.1104026,0.5702232,1.6980536,4.0591927,1.0535432,43.758766,0.8282682,20.914478,0.370253,0.24907203,0.03594583
249,2707,5342,9392,83.55073,-68.40697,114.0382,1.7190291,0.4059216,1.0478232,0.3224688,1.743214,3.6205955,0.9263637,32.79592,0.64191955,20.402636,0.20956618,0.14308587,0.030769715
250,1069,13307,7493,71.9357,-67.19463,193.39415,0.9993303,0.23429461,0.34907505,0.13192195,4.4180355,8.529703,2.3336637,9.573718,0.0,16.619219,0.1590102,0.12165851,0.027078202
251,3446,4733,8348,83.774635,-69.07328,107.37774,4.900196,1.03095,4.5452876,0.7980133,2.5404732,8.199339,1.908821,56.874718,0.46187353,21.507263,0.52590686,0.3335158,0.058200665
252,1982,4737,8412,83.808365,-69.03948,108.32983,3.8082023,0.5221827,4.764086,0.72989273,1.1778159,3.0819094,0.7426992,55.329247,0.8677798,22.721064,0.3964426,0.18864904,0.029285887
253,6131,6418,8531,81.527084,-68.59615,69.59014,2.0801554,0.5738797,1.4684265,0.49187744,3.144244,8.745339,2.008288,50.4692,1.7070013,20.602545,0.9175312,0.18827258,0.06536163
254,1140,12199,6278,72.2809,-68.09702,155.92128,0.5885187,0.101393305,0.13179803,0.06940383,0.96849674,1.7441117,0.42371073,18.636887,0.16491212,16.884033,0.25029865,0.058638602,0.013028643
255,1629,7097,8650,80.67845,-68.37303,64.32409,2.5113993,0.22465195,1.4092629,0.13458933,2.835736,4.976459,1.4139665,42.38579,0.48865572,20.095198,0.19347675,0.22196944,0.013213232
256,5056,7283,8051,80.02229,-68.625175,43.48822,1.1054578,0.22365691,0.6301491,0.17510474,2.5295148,6.8325653,1.6588663,66.74596,1.0390555,20.782671,0.74108654,0.08037666,0.018861756
257,13525,6823,8671,81.06423,-68.429054,67.68277,2.1004605,0.3935988,1.0446784,0.25801694,6.3081393,26.741333,6.1137376,39.67561,1.1196128,19.272284,0.38243848,0.22717002,0.09258869
258,1926,5881,9333,82.77213,-68.31622,101.74975,1.8744936,0.33694825,1.1367939,0.23571938,1.2182505,2.6773865,0.5073129,32.05756,3.8146973e-06,19.121313,0.12802558,0.19385189,0.023683552
259,14140,13291,7450,71.920006,-67.21934,192.69339,0.91441214,0.17019303,0.30187017,0.10464982,2.5406344,7.2282715,1.6550014,9.673283,0.2547246,16.02859,0.63565916,0.16938421,0.056566127
260,2086,4228,7461,83.95759,-69.63636,112.84159,11.922567,6.399858,20.6621,10.7431965,2.0213487,5.827553,1.5476785,93.407555,2.717567,25.12571,0.7966292,0.3520375,0.14405333
261,6256,6214,8202,81.59447,-68.80981,65.069115,5.3775945,2.3316042,11.702657,5.385864,2.0378616,6.271875,1.0867711,63.609314,1.8563195,23.895046,1.2057601,0.28762183,0.07175148
262,12451,5709,8891,82.73597,-68.57932,93.402885,4.0175323,1.2596618,2.8158712,0.9292162,3.5267668,15.2742195,3.0027878,41.447926,1.3625869,20.647556,0.9158827,0.36178586,0.08587826
263,3570,13116,7306,72.01145,-67.339874,186.40027,0.67441964,0.07717445,0.17780778,0.04728099,1.5906873,3.3806016,0.67847466,10.637651,0.13840577,16.720533,0.54086405,0.082841195,0.018696679
264,1172,5603,9265,83.11308,-68.4135,105.27873,4.374786,0.6992854,3.4055865,0.56585526,1.2717575,1.9910636,0.4124456,33.32091,0.58143747,21.220854,0.48725268,0.3445091,0.034626395
265,834,7001,8934,80.99499,-68.25449,74.27905,1.6414137,0.29875323,0.91604626,0.18737653,1.220305,1.871964,0.42817855,34.659874,3.8146973e-06,19.840115,0.14614333,0.12028019,0.011089998
266,2535,10555,7279,75.144005,-68.11975,101.75606,2.041934,0.60357785,0.82732326,0.41634735,1.9021167,4.9802437,1.3419464,37.26681,0.39251694,18.781618,0.5213367,0.13921368,0.04805737
267,846,4302,8247,84.33216,-69.21819,118.67158,11.262552,2.6678047,18.691458,2.0002346,1.1389701,2.12564,0.6353378,58.339806,0.85428494,25.548206,0.2058654,0.39096496,0.030930378
268,3155,7129,6864,79.40169,-69.25162,14.150513,8.34255,3.698119,7.4765296,3.8949578,3.2427168,9.574873,2.5358217,157.43553,0.34466782,25.311548,1.3943902,0.18840341,0.07714307
269,7726,4643,8452,83.966606,-69.03977,111.69789,3.3163908,0.6759758,3.9996758,0.77909166,4.5527444,12.985114,3.4465075,53.86362,0.99175906,21.566431,1.0494412,0.23875614,0.06579371
270,893,7220,8053,80.10951,-68.639885,44.02046,1.5144746,0.27883887,0.9109745,0.16189128,0.89021516,1.3959367,0.26323923,67.243355,2.0007203,21.185387,0.476446,0.10241913,0.006196097
271,1290,5598,8946,82.92417,-68.5766,97.22244,4.4820704,1.6261348,4.6024337,1.978947,1.422274,3.2580063,0.68908244,40.658722,3.8146973e-06,22.465002,1.001752,0.22653294,0.02662261
272,2746,7182,8114,80.20293,-68.619026,46.307896,1.2742703,0.20940717,0.6610715,0.12660936,2.284885,7.379224,1.7133209,65.43119,1.0410883,19.689676,0.43861884,0.124179445,0.036987223
273,3157,6664,8629,81.2536,-68.48831,68.47185,4.2945986,1.1456345,4.029211,1.4936078,4.6073914,11.344419,3.1059225,41.90504,1.5728263,21.889923,1.4045191,0.32151023,0.05516844
274,1074,3922,7173,84.22976,-69.849724,121.407906,3.9234338,1.0722569,2.5103383,0.7265309,1.55346,3.177966,0.8733241,106.69287,0.0,23.91472,0.26088262,0.12132965,0.01454036
275,1983,4138,8695,84.8346,-69.023026,130.3154,12.407914,3.2627647,28.78901,7.0278835,0.87902987,1.93467,0.43287978,48.876877,0.5471891,26.831253,0.2842132,0.4075038,0.07635368
276,5867,5657,9004,82.878174,-68.53384,97.39041,4.1454983,1.256625,3.6519628,1.1763698,2.904186,7.2657566,1.9544904,39.06202,0.5479236,21.839777,0.6779769,0.28872406,0.061503608
277,1121,7024,8770,80.856476,-68.3309,68.79334,2.3938708,0.38809767,1.3618716,0.23302296,1.895211,3.643271,0.91632974,37.79465,0.37197882,20.35828,0.17155848,0.15910134,0.01969988
278,4272,10236,5736,74.32896,-68.942215,96.12457,2.3416321,0.7340024,1.3952959,0.4894536,2.6894982,8.418532,2.0629082,48.69842,0.950501,19.80559,0.24834219,0.16270487,0.034405764
279,3225,10726,6501,74.31377,-68.437836,106.419106,7.6217165,4.1997833,26.4487,15.213719,2.2853217,6.1165633,1.5350397,40.83884,0.64955163,26.219234,0.96972823,0.29482928,0.08165992
280,1237,6651,8682,81.30595,-68.46485,70.25468,3.7332292,0.66668546,2.8947175,0.6792074,1.8161538,3.711045,0.8628316,40.842457,3.8146973e-06,21.88826,0.7465821,0.25175124,0.03480735
281,5965,6127,7368,81.160416,-69.24895,51.217403,3.1907444,1.1608934,1.9332336,0.79408395,2.3631718,6.792176,1.695402,117.289314,2.5768788,21.532932,0.56240916,0.18988381,0.048335887
282,2261,4152,7391,84.025635,-69.688614,114.87905,7.9806156,3.0461438,11.791602,2.1158295,2.6924477,5.5615377,1.6566298,97.052895,2.1854699,24.620148,0.30527678,0.29883704,0.0687227
283,4629,3929,7695,84.541,-69.580696,124.30256,5.074766,2.0239384,5.7148695,2.5036728,3.7738338,9.178429,2.4971647,72.93678,2.1702213,22.92381,0.5758243,0.23086365,0.0754124
284,2697,10877,6226,73.89879,-68.522354,112.54023,2.1612105,0.6977939,1.0932391,0.42339897,1.3642219,3.4558303,0.74084675,39.95791,0.3266751,18.916136,0.2956854,0.15862985,0.04493758
285,735,10708,6449,74.29516,-68.46761,105.98348,3.1619072,0.7457842,3.2025356,1.0224558,1.2669547,1.9166071,0.36797738,40.754654,0.33284572,23.070372,0.70200515,0.17435601,0.02506864
286,10477,5641,9134,82.98042,-68.47148,101.07086,4.447319,1.030139,3.7498925,0.73178464,3.4330993,11.303077,2.6278317,36.26569,0.9745678,21.48568,0.85998386,0.3222041,0.0743441
287,621,13143,7393,72.04952,-67.29153,187.59135,0.7803262,0.11968077,0.26647124,0.071083896,1.232262,2.4970343,0.59142685,10.386851,0.052240174,15.893862,0.2245894,0.1136262,0.014553276
288,1296,4282,8864,84.72756,-68.90589,129.11218,5.178083,0.9010736,7.5321565,1.3337379,1.5995045,3.0908442,0.75927234,45.35849,0.26922894,23.56475,0.28068033,0.32394236,0.03663102
289,4950,7493,7580,79.4088,-68.80541,26.964766,1.7567095,0.3342458,1.1339252,0.23160627,3.000268,9.723524,2.3481388,90.79153,1.7305589,21.447649,0.74637437,0.10377725,0.03500332
290,2485,7269,8193,80.13827,-68.55815,48.221817,1.2686814,0.20189792,0.68084055,0.14134985,1.3327489,2.6525366,0.66025984,60.697838,1.6049078,20.216688,0.3733562,0.107355684,0.014357651
291,2921,7046,8839,80.87206,-68.291084,70.846176,2.365203,0.3796455,1.3424481,0.20705684,1.4878062,3.2956398,0.8052229,36.776367,0.238197,20.56501,0.31961322,0.16478932,0.026408974
292,13676,5773,6676,81.19194,-69.68054,59.09889,4.933224,1.2985536,3.0542917,0.86192787,5.736642,21.117952,4.737587,178.25768,1.8165324,22.281893,0.58250624,0.26139826,0.09448114
293,2037,2628,5261,85.005165,-71.10383,171.25835,1.1549275,0.15931877,0.42428026,0.098764606,1.8114262,4.8775783,1.164815,59.859215,0.45676312,18.439095,0.30405247,0.12781045,0.019684324
294,2705,5936,7343,81.41409,-69.30718,56.854733,3.0123518,0.9095582,1.9892448,0.6127252,2.4130008,5.6073833,1.5410659,117.72499,2.346067,21.915213,0.36575425,0.16518167,0.058051646
295,2307,8700,6499,76.97583,-69.01468,39.60565,1.8239927,0.30776367,0.7805161,0.18173055,2.1855729,7.8338847,1.7454556,97.7522,0.5482913,19.958513,0.37717426,0.1404941,0.022379763
296,2309,4057,9048,85.15532,-68.85826,138.7308,4.8578606,1.3955193,3.5743656,1.1130047,0.68317574,1.295479,0.21780582,42.205235,0.5036815,21.923454,0.28080907,0.31966022,0.06382594
297,1734,6400,7597,80.93179,-69.0685,46.989773,1.8857558,0.45214042,1.3658265,0.3531549,1.7125269,3.6800056,1.0220568,101.76458,0.0,21.860151,0.2166964,0.12158403,0.02299454
298,4656,4578,7043,83.17783,-69.772316,99.235985,2.5939002,0.91245013,2.5091796,1.0466373,3.1124074,11.941765,2.6340182,122.15491,1.9544833,23.615637,2.95001,0.18069589,0.090683006
299,843,6441,7655,80.91377,-69.02957,47.0714,2.9255772,0.7236009,2.0253663,0.599452,1.289013,2.3987567,0.6271407,96.67645,0.0,21.897673,0.16615348,0.16031858,0.026019951
300,623,5299,9493,83.67058,-68.364944,117.54044,1.5776896,0.59275484,0.9817097,0.42727733,1.9459469,3.4934196,0.9030977,31.958254,0.3225532,20.737335,0.5223591,0.10862913,0.0068283966
301,1189,6690,8684,81.254005,-68.45451,69.77506,4.359961,1.2650977,2.7411697,1.0188519,1.2613391,1.9065739,0.4146835,40.224636,1.1131815,21.612566,0.8205484,0.20748203,0.042120468
302,11140,11684,6651,73.224846,-68.08181,137.98285,1.5915996,0.46814954,0.8640866,0.36598969,3.8901224,10.319163,2.633683,23.99977,0.6556095,19.733946,2.630346,0.14751284,0.047948286
303,6128,6952,7172,79.86744,-69.14399,23.791716,6.516029,2.3999667,5.408327,2.543466,6.960693,21.03085,5.44424,136.34082,3.5728776,23.26718,1.5996088,0.31997147,0.14447165
304,1587,7088,8751,80.75741,-68.32482,67.67029,1.7062173,0.3318289,0.8963402,0.20233583,1.4095267,3.228022,0.81201005,39.078377,0.57430655,20.259207,0.34037322,0.1005944,0.014901416
305,1752,13463,7557,71.80328,-67.11666,198.80698,1.2011921,0.44604686,0.41326907,0.21874529,0.93551606,1.6641309,0.32555893,8.460147,0.052494988,19.685284,1.2153947,0.057391826,0.0054676216
306,10362,7942,7380,78.6553,-68.78821,24.212502,1.1479471,0.20908217,0.5976021,0.13833979,2.405249,9.18302,2.133436,93.68307,2.920748,20.652046,0.52113783,0.07509574,0.017968446
307,841,10259,5807,74.3569,-68.902016,96.02269,2.4572442,0.4526513,1.4821135,0.3402251,1.4073205,2.5386367,0.4670243,49.105614,0.9204288,20.314548,0.10165076,0.13979748,0.017289387
308,3661,7640,7499,79.15096,-68.8078,24.424417,1.8827906,0.50698566,1.0220944,0.295879,2.8455555,6.845599,1.6537954,93.63896,1.3225659,21.20785,0.25217694,0.10688858,0.020961856
309,3323,9819,6990,75.86904,-68.46734,76.17556,1.7360405,0.6758392,0.9692787,0.5072262,2.1813288,5.23806,1.246614,53.522495,0.8561542,19.88086,0.4991743,0.13090025,0.046637718
310,2361,7656,7136,78.869255,-68.982315,12.678773,1.6273346,0.42980132,0.91031533,0.29139817,2.1416662,4.1597543,1.009518,118.10096,0.123707466,21.256111,0.28680053,0.081743434,0.010463888
311,2944,13355,8148,72.39963,-66.878525,198.84529,0.61818355,0.10105465,0.21690655,0.07810912,1.906695,5.205457,1.2426606,9.908789,0.13491042,15.709228,0.6291311,0.10041297,0.028470986
312,1068,4655,6994,83.03291,-69.77995,96.5433,2.5219922,0.69755423,1.6662014,0.613535,1.8985537,3.230886,0.81975216,128.32803,0.81372446,22.241873,0.07413138,0.13695286,0.027124591
313,1688,3838,8254,85.00897,-69.31258,132.97478,6.623169,1.7179554,8.509993,1.4346341,1.7486923,4.3146267,1.0472914,50.882202,0.0,24.217571,0.4661803,0.2899779,0.060838945
314,2760,3902,8245,84.91052,-69.30385,130.88608,5.9505057,1.8584331,8.36366,2.3408322,2.3552198,6.652741,1.6053119,52.15908,0.9581652,23.924122,0.52234775,0.2842104,0.05923999
315,1906,9101,6152,76.16749,-69.070625,55.870598,2.8242037,0.8359033,1.5512054,0.502749,1.1961308,3.0536208,0.6348944,85.12457,0.38402623,20.423805,0.27303052,0.15333676,0.043860044
316,3527,7090,8026,80.268654,-68.685585,44.430176,2.2360377,0.5781942,1.1668679,0.36339888,2.3651662,6.3814325,1.5597177,70.12357,2.1201348,19.933144,0.37558404,0.17235813,0.049222782
317,2716,3479,5575,83.87574,-70.76226,141.14787,0.93708634,0.12985843,0.28410238,0.06365763,2.7072062,7.6369925,2.1095479,69.65929,1.0971752,20.136068,0.46635044,0.07131759,0.0120666
318,629,4124,8577,84.78539,-69.08662,128.84065,21.663525,6.579671,298.20996,93.24095,0.7788311,1.3553184,0.3846993,50.161373,0.0,31.842232,1.4394234,0.69934046,0.15004532
319,785,4612,8504,84.04237,-69.01991,113.46383,3.238573,0.46823642,4.232326,0.40999705,2.2860422,4.7250214,1.1578963,52.549442,3.8146973e-06,21.99811,0.16694951,0.19277371,0.016951006
320,10329,12622,9806,74.51374,-66.325066,196.99863,4.428358,0.96613216,2.7677014,0.6467855,3.9442668,10.797144,2.7870936,12.568907,0.27078557,20.354193,0.93540573,0.3323141,0.04529325
321,1808,9463,5998,75.5617,-69.04198,68.9733,3.8405633,1.2110696,2.2101502,0.72388566,1.9608192,5.23896,1.363468,72.92299,0.09878119,21.002571,0.20465323,0.22819775,0.059531227
322,915,5549,9440,83.2937,-68.33661,111.00563,1.5238276,0.16725847,0.70360154,0.1240821,0.995498,1.5296999,0.33447424,31.347319,0.0,19.15852,0.12797196,0.1414957,0.007198702
323,3168,3960,8701,85.09396,-69.0571,135.60187,3.8055239,0.85570663,5.113517,1.2648981,1.6858138,4.0403166,0.9339049,47.80459,0.40533367,23.270147,0.5727842,0.19328447,0.04322402
324,836,11771,6428,72.93491,-68.15904,141.28145,0.95967686,0.13204788,0.35755008,0.08438672,0.9483188,1.3409927,0.2315209,23.258429,0.23475718,17.166937,0.38950777,0.12738866,0.009757836
325,2250,8959,7516,77.39327,-68.45174,53.287678,1.9306121,0.34075993,1.1252012,0.25692302,2.197934,4.6758475,1.1770986,69.896385,1.882247,20.282404,0.1756105,0.16463172,0.032895394
326,10246,10811,8778,75.9486,-67.33236,127.74516,2.4560072,1.0213652,1.7463353,0.9130759,4.942141,18.951578,4.818826,24.295607,0.55313337,20.8678,2.0711691,0.20940818,0.083365805
327,1301,12628,9335,74.16055,-66.544914,189.61958,5.5693917,1.1424197,9.014549,1.7605228,1.7003038,3.6988516,0.85404587,12.908956,0.19971165,23.14134,0.51852655,0.35167748,0.045946356
328,1232,9379,5933,75.62203,-69.09688,67.25755,2.4417405,0.598104,1.3074005,0.45361745,1.3493499,2.653038,0.6187299,75.79035,0.4899248,20.788649,0.12598264,0.12936802,0.021129215
329,2082,8040,10732,80.776436,-67.10424,132.98474,2.8610702,1.2492658,1.6583554,0.83277524,2.949678,6.449773,1.4694668,18.229166,0.12216532,19.041637,0.22232728,0.23788886,0.082081065
330,956,7683,7174,78.85969,-68.95665,14.163115,1.465522,0.2930439,0.9210923,0.28769445,1.248467,2.2098916,0.5879834,112.614815,0.69436586,21.69959,0.26607364,0.06714554,0.009213929
331,967,12595,9530,74.34346,-66.46293,191.66362,2.5793278,1.0361865,4.083583,1.4141716,0.94354314,1.801155,0.41089892,13.194158,9.536743e-07,21.112108,0.40843904,0.15153542,0.030322574
332,2656,5493,9461,83.38353,-68.33839,112.68813,3.0427766,0.6964812,1.7646296,0.38357663,2.7522852,8.16968,2.231995,31.110975,0.2651354,19.97391,0.20244251,0.24115826,0.07693527
333,3215,7567,9095,80.34216,-68.03585,77.41378,2.8091025,0.64720446,1.6597439,0.3890469,3.0666173,9.589808,2.3254423,32.911034,0.51457417,20.123932,0.4325048,0.20726217,0.053620063
334,8186,12933,8336,73.043205,-66.92039,186.87527,4.003278,1.835086,4.0562983,2.278757,3.6509182,14.645324,3.5354435,12.609686,0.24434376,22.496035,2.8750515,0.31233978,0.12598877
335,1244,12791,9179,73.85237,-66.569885,192.25099,2.1911435,0.56226027,1.7262828,0.49271646,2.0349238,4.9236975,1.3759314,11.959575,0.12444717,19.444313,0.25318328,0.22770034,0.045252427
336,2365,7038,8015,80.33236,-68.70392,44.70965,2.5371044,0.45179415,1.4063175,0.23659104,1.4780902,3.058562,0.7167433,71.76096,1.0007079,19.973438,0.31116363,0.19045535,0.015312097
337,1698,12865,8177,73.00037,-67.01482,183.28357,2.243836,0.65826625,1.1788162,0.37690216,2.0146577,4.5174136,1.248882,12.913509,0.1595192,19.156927,0.32687256,0.19114806,0.027592989
338,44480,7283,9271,80.83581,-68.0177,83.72727,4.349305,1.618447,3.891698,1.8412926,5.779173,33.442913,5.397342,30.98465,1.3974391,22.099821,1.5613135,0.30994377,0.14643598
339,3242,12887,9435,73.930466,-66.421524,198.80464,4.910651,1.2314941,4.521079,1.053965,2.9547026,7.039387,1.9276979,11.357358,0.14465395,21.970856,0.2505898,0.27214417,0.06328477
340,963,4586,8488,84.06983,-69.03372,113.94184,2.816465,0.28768772,2.7392812,0.47495008,2.3729992,4.02832,1.0718924,52.89877,0.7357595,21.566622,0.44660714,0.20563242,0.0150241
341,616,8851,7541,77.55445,-68.46875,50.546314,2.4149084,0.5925392,1.3388774,0.30659586,1.314741,2.3163424,0.5875263,70.84069,0.0,20.669281,0.22294298,0.14358696,0.01895563
342,1750,9080,7482,77.20856,-68.435394,56.404007,2.9256308,1.2448288,1.4856513,0.584698,1.2972746,2.664134,0.60643303,67.30754,1.3016739,20.627413,0.1655899,0.14971466,0.052429818
343,1252,3901,8633,85.13879,-69.104256,136.27458,2.894154,0.56651753,4.9989233,1.6757605,1.6478229,3.3059802,0.8017041,47.798916,0.5491086,24.0783,0.61695975,0.16356964,0.022248741
344,2200,8977,7450,77.3208,-68.47887,52.84266,2.1032476,0.5377772,1.8193898,0.7404585,1.603247,4.2157702,1.0895616,71.27403,0.7259668,20.791267,0.2518892,0.15187927,0.0348738
345,2412,9133,8893,78.1537,-67.73486,88.3226,0.93994665,0.13268931,0.33149925,0.088302165,2.179256,5.3055654,1.4302,30.572006,0.35907686,18.558754,0.31039113,0.07440123,0.013584377
346,11980,12836,8101,72.97561,-67.05889,181.7189,2.0133939,0.48454773,1.0552058,0.31922114,2.3250444,7.975684,1.6443146,12.890743,0.48258016,18.740742,0.44722682,0.2095224,0.050463814
347,4627,10982,8982,75.88587,-67.18664,136.17996,1.8613472,0.5421907,1.0071043,0.33682147,3.087546,6.941923,1.7308109,22.325724,0.46559903,18.927,0.17569609,0.18483324,0.02946829
348,901,12487,9810,74.67527,-66.36247,193.23067,3.1553588,0.80052125,1.8254812,0.51370513,1.8545303,3.7721522,1.0426903,13.463132,0.119832285,20.127449,0.23863989,0.23737934,0.023133703
349,9618,12155,9982,75.19129,-66.37687,187.12895,1.3100904,0.29168037,0.7828346,0.2620788,1.987376,6.234648,1.3526924,13.967787,0.08006388,18.895834,1.5296311,0.13687961,0.028046528
