# %ECSV 0.9
# ---
# datatype:
# - {name: magma_id, datatype: int32, description: cprops island number}
# - {name: npix, datatype: int32, description: number of xy pixels in island}
# - {name: xctrpix, datatype: int32, description: median x-position in SAGE WCS}
# - {name: yctrpix, datatype: int32, description: median y-position in SAGE WCS}
# - {name: ractr, unit: deg, datatype: float32, description: RA (J2000) corresponding to island center}
# - {name: dcctr, unit: deg, datatype: float32, description: DEC (J2000) corresponding to island center}
# - {name: rarcm, unit: arcmin, datatype: float32, description: distance from LMC rotation center (2014ApJ...781..121V) (not deprojected)}
# - {name: sp8med, unit: MJy / sr, datatype: float32, description: median 8um intensity within island}
# - {name: sp8std, unit: MJy / sr, datatype: float32, description: spread in 8um intensity (from percentiles)}
# - {name: sp24med, unit: MJy / sr, datatype: float32, description: median 24um intensity within island}
# - {name: sp24std, unit: MJy / sr, datatype: float32, description: spread in 24um intensity (from percentiles)}
# - {name: comean, unit: K km / s, datatype: float32, description: mean CO intensity within island}
# - {name: comax, unit: K km / s, datatype: float32, description: max CO intensity within island}
# - {name: costd, unit: K km / s, datatype: float32, description: stddev of CO intensity}
# - {name: stmean, unit: solMass / pc2, datatype: float32, description: mean stellar surface density in island}
# - {name: ststd, unit: solMass / pc2, datatype: float32, description: stddev of stellar surface density}
# - {name: tdustmean, unit: K, datatype: float32, description: mean dust temperature in island (2019ApJ...874..141U)}
# - {name: tduststd, unit: K, datatype: float32, description: stddev of dust temperature}
# - {name: ndustmean, unit: solMass / pc2, datatype: float32, description: mean dust col density in island (2019ApJ...874..141U)}
# - {name: nduststd, unit: solMass / pc2, datatype: float32, description: stddev of dust col density}
# delimiter: ','
# schema: astropy-2.0
magma_id,npix,xctrpix,yctrpix,ractr,dcctr,rarcm,sp8med,sp8std,sp24med,sp24std,comean,comax,costd,stmean,ststd,tdustmean,tduststd,ndustmean,nduststd
92,3282,5253,3828,79.877594,-71.226166,124.25644,1.0497735,0.2172445,0.36966062,0.13719726,1.7371036,4.469857,1.0832835,41.00771,0.43434894,18.481728,0.5897915,0.08444513,0.018211821
93,2252,6443,5987,79.736855,-69.85887,45.06493,2.943904,1.0819178,1.2770689,0.5993907,1.8020327,4.056976,0.930862,148.97064,1.942411,22.087116,0.7555926,0.10109535,0.020786984
94,60880,3531,7408,84.95578,-69.81185,135.35683,6.144764,2.1894796,5.5462847,3.1356723,8.0123,41.547134,8.161434,81.22098,4.6034627,24.18206,2.428257,0.40966195,0.24196227
95,1183,5840,5630,80.35219,-70.18632,68.35606,1.6291037,0.2108413,0.6333771,0.10682895,1.7216508,3.6925616,0.9464945,115.47773,0.0,21.746115,0.48402533,0.054091193,0.0072798873
96,3624,4246,4356,81.83653,-71.20673,136.16829,1.5852338,0.35199326,0.5248272,0.16063091,1.8763072,5.020567,1.1581552,45.257935,0.63578224,18.416416,0.6370537,0.123774916,0.040061824
97,1126,2666,5785,85.27792,-70.82635,165.7416,1.209115,0.14106947,0.38588366,0.08566721,1.6665652,3.5498383,1.0659387,66.661385,7.6293945e-06,18.607006,0.17159234,0.09603058,0.009851437
98,1861,7302,3760,76.750496,-70.72022,100.67298,1.6014338,0.89779854,0.9276486,0.6585406,2.148069,4.5120816,1.1425422,38.795673,0.0,20.854132,1.6991259,0.08346259,0.054948952
99,4288,2870,6093,85.152504,-70.62574,157.30464,1.9379992,0.32378528,0.8066101,0.17249739,2.780307,6.802571,1.6050962,72.06641,1.1322422,20.388708,0.36353153,0.16493632,0.018940395
100,2083,2872,6165,85.19425,-70.58826,156.9131,2.8257093,0.52035785,1.3826694,0.28029537,2.1159632,4.8870854,1.2607822,72.56175,0.33623654,20.809189,1.1006782,0.20436616,0.020432701
101,4625,8130,4537,76.20636,-70.11693,77.00224,2.6799712,0.91405773,2.5458837,1.0700685,2.4064097,6.8821855,1.8746338,52.922012,1.0306673,21.903608,1.6518804,0.20551664,0.06260421
102,9379,10546,4606,72.97157,-69.37754,123.323425,5.456594,2.953472,10.53103,6.2159114,4.68132,22.406712,4.855971,31.812057,0.43056297,24.623363,2.9659352,0.30779615,0.21399967
103,791,4256,4417,81.8653,-71.17373,134.70876,1.1536016,0.14167012,0.34379476,0.07907138,1.5923977,2.9622943,0.81045437,46.241486,0.15561931,19.184216,0.13788724,0.08099206,0.011837717
104,4044,3408,7564,85.23264,-69.75704,140.28625,7.9503784,2.1564686,6.340798,1.4272411,2.441815,7.0750046,1.6417847,70.54181,0.9181108,23.157476,0.5599821,0.42644963,0.11724495
105,34109,7439,5968,78.30759,-69.611626,27.040154,2.919578,0.86823165,1.5191195,0.5116778,4.0759234,14.663329,2.706402,121.35795,6.0123587,21.722017,1.2261723,0.16808613,0.06321159
106,1301,4382,3556,81.0265,-71.57517,150.1916,1.9033811,0.29047516,1.0432283,0.24516618,1.1441238,1.9234159,0.39250407,38.359665,0.32763878,18.740301,0.616346,0.18047278,0.05111225
107,903,4318,4428,81.77673,-71.15368,132.8217,1.176866,0.14917506,0.39770854,0.085779786,1.2970388,2.0242848,0.4301114,47.14759,0.7499141,19.611074,0.24061157,0.06989976,0.0107335085
108,391,3774,4846,82.92251,-71.067795,141.00468,4.546632,1.2776544,7.771385,1.6930587,1.1312124,1.5426621,0.32935518,52.448498,3.8146973e-06,23.551628,0.6723669,0.30749547,0.10350481
109,8596,2619,5661,85.273834,-70.899864,168.13106,1.4187492,0.3697123,0.5522389,0.21476798,2.839063,7.807919,1.972137,65.82589,0.2892347,19.21544,0.70883936,0.14108613,0.029273702
110,2502,2762,6380,85.49619,-70.49987,159.7853,2.367058,0.4781163,1.1212822,0.28958598,1.7526362,5.9527717,1.3594391,73.669,0.33847374,20.177618,0.35134935,0.17255566,0.025458977
111,894,2873,7675,86.09705,-69.808044,158.46715,2.0949373,0.6553033,1.2505026,0.47279567,1.4507219,2.8948967,0.7288739,53.87836,0.4010462,20.983347,0.329064,0.11044375,0.025183257
112,1927,6053,2191,77.294136,-71.81833,160.39653,0.6592731,0.070706606,0.18217075,0.050542913,1.6909679,5.1606064,1.219999,19.239449,0.087288775,15.871608,0.5346131,0.13034481,0.04345291
113,2086,6121,2160,77.16178,-71.814835,160.69539,0.58250475,0.05802595,0.1111002,0.041433007,1.4713107,2.9153843,0.69128394,19.036469,0.18401738,16.187305,0.4146011,0.07936743,0.015751654
114,1915,2689,5860,85.28887,-70.78299,164.51425,1.3873891,0.25360584,0.4963575,0.16495544,1.4224426,2.861966,0.5834821,67.35918,0.16715235,19.53269,0.21182413,0.12198416,0.023573443
115,4676,2817,6418,85.43533,-70.469154,157.87961,1.5444771,0.2897338,0.6778984,0.14902206,2.2830365,6.2415404,1.7027817,74.98611,1.0974709,20.444443,0.3200734,0.12076238,0.021528259
116,10550,6833,4553,78.0798,-70.46272,77.64831,1.9097075,0.43886048,1.1828469,0.45353952,2.8042817,9.146152,2.0583375,56.696243,1.596484,21.029093,2.0016408,0.1550068,0.044320066
117,7828,8159,6794,77.93156,-69.01763,20.524857,3.643345,1.1358335,1.8722254,0.52972186,1.9608612,5.869997,1.3604954,113.05809,2.1970224,21.3215,0.562079,0.17330167,0.03902389
118,849,2799,5725,85.03175,-70.82979,161.82623,1.585975,0.15940273,0.6536917,0.10970861,1.9577495,4.035225,1.1806091,67.91974,1.5258789e-05,19.323261,0.101458944,0.15404183,0.0127995135
119,18391,2707,8105,86.5895,-69.61759,167.11537,2.8506346,0.43358514,1.7251862,0.29002985,3.058589,9.296019,1.8940994,42.592224,1.0684384,20.807861,0.6016371,0.2756567,0.052621603
120,3343,4604,3422,80.57297,-71.5881,148.42912,1.1619825,0.34951344,0.8376967,0.3949335,2.0637207,6.039204,1.4599346,36.290443,0.30317482,20.461958,0.65783185,0.092894696,0.028152665
121,5692,3428,7116,84.93238,-69.98353,137.59334,3.3409736,0.7119929,1.7232238,0.4422139,2.6892252,8.844774,2.2642424,90.52582,2.3824859,22.060217,0.40879902,0.18685229,0.03821564
122,3161,7542,5799,78.03456,-69.66693,32.44585,2.291983,0.50524276,0.99204844,0.21310043,2.339271,5.868417,1.5351915,108.71909,1.7329965,20.253885,0.277268,0.13655485,0.02955391
123,335,3486,7259,84.93259,-69.89788,136.15556,4.4394183,0.44311616,2.1951306,0.19215186,0.8795288,1.4062066,0.24443056,88.099594,1.4134867,22.325472,0.22788486,0.21405129,0.008050934
124,4111,5915,6258,80.69405,-69.85511,56.92154,4.573774,1.6105618,2.5285113,0.8733852,1.6984212,5.415579,1.365175,171.32002,0.9608995,24.356205,1.0806425,0.16020773,0.0321657
125,12570,3906,7401,84.39486,-69.73635,123.00232,4.3162985,1.2658184,3.7442112,0.82750785,1.8641012,6.7072434,1.3476311,90.88129,4.8630977,23.308636,0.5801489,0.250847,0.08549591
126,3724,8164,6023,77.341354,-69.39112,32.428284,2.698814,1.0842665,1.2228061,0.61506116,3.7929986,11.031684,2.876694,106.074394,1.4912547,21.375605,0.4467396,0.09921917,0.048894554
127,8045,7614,6355,78.353905,-69.37628,14.114381,10.366428,6.2734375,18.233154,10.226914,8.678601,41.647892,9.490363,137.14162,1.917981,26.132318,1.5457495,0.4711743,0.32383183
128,3955,5214,5364,81.087265,-70.471535,90.707634,1.1027946,0.2904195,0.4302168,0.1934905,2.7697291,7.016553,1.7788419,89.10754,2.622637,20.271675,1.260382,0.07811185,0.042686682
129,9309,6790,5131,78.59383,-70.1915,60.189163,1.8923184,0.51357424,0.89262956,0.28567204,3.7908,13.872148,3.0277112,76.548035,2.265274,19.703493,0.4689528,0.15731044,0.045486104
130,3394,10102,4649,73.596565,-69.49177,110.75659,2.2707396,0.4900249,1.2098613,0.3025475,2.4341538,8.959545,2.294239,37.36254,0.48135766,19.97545,0.92909884,0.16991958,0.03084227
131,5888,2752,5923,85.22985,-70.737595,162.0777,2.328598,0.69666314,1.0790967,0.3802371,5.690296,19.138292,4.8476043,68.37011,0.47126362,19.407877,0.34601057,0.2630828,0.09065419
132,893,3242,7078,85.18918,-70.041695,143.66736,2.7892346,0.52584267,2.5765312,0.3887186,1.2869686,2.716005,0.56860703,83.29126,0.0,22.011614,0.11420517,0.18942958,0.023266798
133,14953,6142,6471,80.51755,-69.693375,47.782562,6.4639106,2.304409,4.2058983,1.7355633,5.9914846,24.53348,5.4374204,186.64604,1.2014003,23.64574,1.5528086,0.25195998,0.0963855
134,11810,6569,6357,79.82545,-69.643974,35.312256,8.593218,3.9241931,11.589305,6.053017,4.427805,17.776451,3.788258,177.20912,1.7004349,25.998611,1.0317584,0.26117134,0.11830174
135,2536,7306,3169,76.24468,-71.00293,120.276024,0.87239766,0.17034645,0.37942296,0.15136503,1.6118349,3.2913218,0.7299657,27.254948,0.84131473,17.525307,0.22609046,0.08431872,0.019968683
136,2534,4741,5409,81.83083,-70.56132,103.84201,2.1977205,0.57370377,1.3476821,0.33313847,2.2654874,6.441797,1.7383217,86.687584,2.7181485,21.114632,0.66934335,0.12098324,0.03156732
137,2316,3553,7655,85.0717,-69.68017,136.1719,11.049349,4.254849,26.18288,12.532744,1.7142583,4.953657,1.0606074,70.02129,0.9371552,26.645638,1.4208901,0.32857582,0.09197244
138,946,8001,6832,78.17518,-69.04102,15.374354,3.1061761,0.37728122,1.5757526,0.21647024,1.1310781,2.2137878,0.4475506,117.63219,1.2201881,20.868248,0.16080618,0.1625824,0.02416802
139,4744,3399,5668,84.06083,-70.732086,142.87662,1.009157,0.19886959,0.3751705,0.12148872,2.99104,7.6081457,2.0785284,71.393166,1.1392882,19.48345,0.71171427,0.094944075,0.02712423
140,8761,10749,4602,72.70167,-69.317345,128.9365,3.1421385,0.8060683,2.213984,0.69572663,2.6581569,9.30051,2.158138,29.442604,0.4870364,21.138882,0.5544646,0.18760796,0.04393265
141,2768,4824,5538,81.7965,-70.47697,99.51408,1.75372,0.33410993,0.7947984,0.20742458,2.4307504,5.7984815,1.4925455,96.344475,2.4749317,21.56619,0.69792366,0.07696935,0.025797017
142,1688,6084,6265,80.454704,-69.81022,51.502514,3.8572273,1.4443905,1.8677256,0.7432156,1.8945118,4.1156287,1.0847411,175.52866,1.5258789e-05,23.200727,0.5323708,0.11894188,0.0461457
143,1694,3316,7151,85.121216,-69.98869,141.39124,2.140575,0.35462475,1.1109651,0.26478004,1.9145191,5.0146227,1.3117177,83.716675,2.5140367,21.51524,0.6169615,0.16574822,0.030643621
144,3438,2891,7787,86.134544,-69.74643,158.63254,1.6504197,0.28370118,0.87999535,0.24434146,1.2327741,2.50001,0.60768163,50.295956,1.1245599,20.879517,0.5637329,0.12323323,0.02525306
145,2081,7858,6070,77.8003,-69.45067,25.653158,2.3560493,0.64305365,0.91803706,0.3437273,2.7833438,8.000711,2.1516323,118.193565,0.8293516,21.011337,0.5691825,0.090936124,0.042731497
146,6528,10031,5344,74.27598,-69.187096,95.56758,2.630495,0.8141487,1.6475147,0.68945485,2.4475434,6.9307523,1.6091397,48.585903,0.92478794,20.116571,0.7496135,0.19533737,0.054273795
147,669,7904,6730,78.23247,-69.11649,12.0967245,3.1491756,0.66134727,1.8035262,0.4476625,1.8498002,4.054477,0.95146376,127.507774,0.0,22.688892,0.45202944,0.11268413,0.014719203
148,1464,2953,6160,85.065796,-70.57409,154.26335,2.3183422,0.1881104,1.0427933,0.1183551,1.151539,2.2875633,0.5831495,75.310684,1.1199841,19.931816,0.33048323,0.17635812,0.019267367
149,3832,3874,7327,84.396576,-69.781105,123.6595,3.1926265,0.43698555,2.5733118,0.41470122,3.133149,7.2497625,1.7251196,95.46846,2.6499498,22.56201,0.42153728,0.22922197,0.06559595
150,1804,7994,6789,78.15293,-69.06387,15.022909,4.750541,0.96673477,2.3333464,0.50554633,1.7237245,3.5948646,0.9561364,121.46957,1.0367105,20.841114,0.23414074,0.25629848,0.042056866
151,4294,4689,5343,81.86296,-70.6067,106.36673,1.7286242,0.7770186,0.9757785,0.48240957,2.9035442,8.03509,2.1284304,81.814026,2.385199,19.759516,0.48545587,0.13491829,0.045052763
152,23505,6032,5871,80.246765,-70.01904,58.654697,2.9985337,0.990078,1.3062193,0.46694958,6.7818704,19.236069,4.9207063,137.87367,8.25795,21.62127,0.6591802,0.14493424,0.07598751
153,740,10501,4693,73.10579,-69.35084,120.42488,7.1975174,2.5729644,16.945415,4.905846,1.7843003,3.0955386,0.842338,33.540325,0.136316,24.64781,0.32039636,0.26902115,0.040676143
154,3954,8228,6332,77.4899,-69.2239,27.128504,3.4409149,0.7829018,1.5231056,0.36995733,1.5786391,3.1616008,0.7442302,113.9468,1.623706,22.060373,0.3840107,0.14709361,0.0262216
155,1295,7991,6695,78.087296,-69.11057,15.135413,2.780632,0.44070318,1.3567053,0.26120633,1.5918452,2.8544047,0.6925953,125.465706,0.0,21.789976,0.14795727,0.13398278,0.020563016
156,898,8346,6754,77.64763,-68.98709,26.752123,3.5089383,1.2711251,1.6344731,0.6366623,2.1447394,4.3045554,1.2033403,104.30347,0.45803094,21.94981,0.41162255,0.12278911,0.035377838
157,14072,8488,6883,77.55213,-68.8862,31.692324,6.5011415,2.9031374,5.4159455,3.0038273,3.986335,20.489676,3.43701,97.658264,1.7605885,24.259405,2.7625139,0.32989967,0.22339402
158,1074,10568,4440,72.79911,-69.447525,127.20173,2.096347,0.61664593,3.805145,1.9030756,3.6655447,7.709707,2.0018141,30.545952,0.22372775,23.463585,1.6052437,0.13363884,0.03751057
159,19349,11114,4658,72.27532,-69.178986,138.20084,2.939714,0.8590047,1.9882568,0.762406,2.3875782,10.996151,1.907952,24.332994,1.1922259,21.17707,2.0640273,0.20112588,0.05484514
160,3839,3489,5681,83.93016,-70.70598,139.8721,1.2145985,0.21587172,0.502177,0.109619044,2.570887,7.1698704,1.792218,73.35774,1.5525717,19.90616,0.5184971,0.10735934,0.030167991
161,1411,3362,7251,85.11341,-69.92778,140.22353,3.3496041,0.58663744,1.8997381,0.3557135,1.54471,2.9835243,0.7960174,80.9168,1.9126217,21.95607,0.37518364,0.19189224,0.01678705
162,1737,6853,6501,79.52692,-69.50105,24.733438,2.8618045,1.2244802,1.7540872,0.8061823,2.3800743,5.1526356,1.4124647,175.99165,1.5258789e-05,23.112717,0.4690067,0.10249382,0.02904896
163,1603,10376,1938,70.76135,-70.6525,186.47522,0.80245376,0.07993355,0.18610498,0.05791184,1.3563421,2.3571339,0.512956,13.75426,0.1786411,16.013052,0.4270972,0.08488212,0.026671814
164,2765,11021,4364,72.13877,-69.343094,140.8736,1.6724699,0.3743532,0.77598983,0.21950209,1.7645097,4.592048,1.0295194,24.294874,0.7480621,18.575676,0.4029249,0.14196603,0.031283077
165,9939,11332,4515,71.86884,-69.17681,146.86249,1.1791575,0.17806157,0.5231229,0.13046357,2.2837002,6.698373,1.33467,19.1199,1.0590701,17.75872,0.5596776,0.14278506,0.028902238
166,4054,3420,8501,85.761635,-69.2709,148.96881,3.2085478,0.77833945,1.9211545,0.51587397,2.9896839,8.984659,2.2811937,44.128613,0.26615733,21.608967,0.66270775,0.22496739,0.06947262
167,1131,10897,4733,72.621956,-69.21134,130.72736,2.3146915,0.43862423,1.2735639,0.32167238,1.5686961,2.670104,0.68493164,28.53004,0.26588166,19.293638,0.4672775,0.21913116,0.020308716
168,1015,10410,5161,73.62355,-69.16024,109.54686,3.51336,1.0704956,5.5850205,1.9184332,1.3958051,3.143667,0.81947625,40.02377,0.6017406,22.981062,0.3854769,0.20848165,0.03425311
169,2761,4534,8157,83.94304,-69.21422,110.397995,12.96796,4.0836983,29.71284,8.119108,3.3281748,9.761422,2.6915386,62.40016,0.4211743,25.262383,0.3381905,0.559792,0.11451349
170,2978,8317,6386,77.40934,-69.173645,28.817894,1.8980615,0.6167689,0.7500902,0.31461692,2.3204098,5.935153,1.5857083,111.27649,1.6361661,21.429829,0.5538271,0.083388634,0.034556642
171,2690,6079,8101,81.71641,-68.89248,65.90566,1.6207273,0.4178604,2.2910228,0.5818585,2.484322,6.603036,1.6913005,67.59756,1.254993,20.68454,0.47199753,0.14796147,0.045079492
172,2694,6823,5451,78.79096,-70.02596,50.161804,0.98378843,0.27170426,0.44117197,0.13659902,2.7192264,7.063956,1.7630655,93.94242,3.2557497,21.0346,1.2719405,0.06938996,0.042697586
173,1012,3626,7832,85.06947,-69.57389,135.21939,6.2005076,1.3919289,13.069481,5.144909,0.9708673,1.8136334,0.43101647,64.42995,7.6293945e-06,25.610073,0.44001016,0.29146603,0.03966103
174,2033,3607,8725,85.61749,-69.11724,146.4085,6.925571,2.382416,9.332725,2.0914946,1.4811968,3.1496072,0.8629163,43.344933,0.069213875,25.057108,0.37833133,0.33217922,0.052398466
175,1524,8453,6970,77.66421,-68.85332,31.017567,3.8085585,0.44732493,2.2308602,0.22664735,2.5723999,6.2959967,1.6329367,94.77296,0.7006171,21.431067,0.40102583,0.17805918,0.02429506
176,1010,9366,2372,72.56928,-70.77223,158.56538,0.9057025,0.18586487,0.2988079,0.10446832,1.5294896,2.505003,0.5233912,16.544094,0.041811917,16.210136,0.16800185,0.07982456,0.027356768
177,1966,3096,7684,85.76858,-69.75873,151.24898,7.0338507,1.9982998,15.0067,6.2994533,2.9395623,7.201243,1.8858631,58.093235,1.0642025,23.275597,0.2219121,0.4165944,0.08815966
178,5661,10612,4270,72.59213,-69.51287,131.87209,2.8472931,0.86565924,2.1693637,0.6655526,1.4288185,4.7979574,1.0265597,28.78209,0.5367504,20.578472,0.67335117,0.20509042,0.039058622
179,2420,7154,6576,79.158356,-69.387276,14.544785,4.7036767,1.4383692,2.8168702,0.8773084,2.764152,5.856949,1.4849296,164.44064,1.4001257,22.889635,0.51304156,0.14003447,0.03489703
180,2875,8631,6478,77.05297,-69.04371,37.54851,2.0091736,0.4774888,0.9532633,0.28140917,2.81818,7.222399,1.9455271,100.142426,1.0456516,20.548546,0.30823982,0.12138222,0.029662786
181,1302,9372,2321,72.51327,-70.793884,160.20792,1.2326751,0.36220494,0.51215017,0.18744169,2.1914055,4.999549,1.3071738,16.512356,0.02929508,17.932909,0.6909957,0.106926695,0.03566978
182,1235,3723,7735,84.86843,-69.60357,131.27808,14.177355,3.6931868,19.436834,4.0690823,1.3162798,3.0595934,0.7413076,68.51963,1.1473365,24.48447,0.16715667,0.50106686,0.098182574
183,26363,10511,5105,73.443886,-69.15604,113.390465,3.8303075,1.8344556,2.7423067,1.5457264,3.2581675,17.042406,2.7793212,38.13574,1.1874428,21.731691,2.2514908,0.2662834,0.15363555
184,16917,4196,8589,84.68896,-69.065285,126.91559,36.813957,20.958141,381.2018,284.30484,3.4352314,18.761992,3.561932,50.617176,0.9119552,31.798483,2.794623,0.6402943,0.32340893
185,4777,7111,8446,80.523605,-68.47132,57.611927,1.6794022,0.58533263,0.90290695,0.39425105,4.5711684,16.346184,3.9637365,48.792084,0.83511037,19.587404,0.539193,0.16946375,0.052498903
186,897,3518,5619,83.84447,-70.73133,139.49374,1.1445355,0.2512376,0.49546528,0.13473886,1.2939926,1.8936398,0.3951252,72.22821,0.0,20.832619,0.55017155,0.05649884,0.018152116
187,4692,3287,8553,85.98543,-69.27072,153.72018,4.2157016,1.4641945,4.533601,1.3960348,2.0779555,6.637519,1.5477834,42.66199,0.63650286,22.009604,0.36846104,0.2979267,0.08123531
188,3940,8791,7023,77.25021,-68.736305,42.406,3.7852829,1.1408664,2.9257805,0.7840782,3.675458,10.607645,2.916748,90.07988,0.46024376,22.06635,0.46342045,0.19793625,0.061694503
189,1296,6834,6440,79.50953,-69.53602,26.11948,5.918119,2.945163,3.0084686,1.2046311,2.0590956,4.063221,1.0598142,174.68333,0.0,23.491438,0.3017809,0.16436578,0.037718993
190,2031,3189,6554,84.948456,-70.32238,145.2459,2.0620246,0.35942525,0.76870346,0.2068072,1.7857618,3.437708,0.8862353,95.86499,2.1082058,20.310472,0.53904176,0.13473028,0.016594667
191,3947,8213,6915,77.947975,-68.94427,22.811756,2.105048,0.40177378,1.0630687,0.22379576,2.1025925,5.619886,1.3145199,106.497765,1.8335836,21.130333,0.44237894,0.10909361,0.017768918
192,2131,8451,6812,77.54894,-68.93066,30.273113,5.6788926,1.5381455,6.0572066,2.622863,2.035195,5.6176486,1.4413395,100.42742,0.5455156,24.352009,1.1350508,0.26324674,0.044355303
193,1955,5018,9008,83.77171,-68.67403,112.40474,1.3260405,0.4002876,0.85803396,0.29425335,1.3442439,2.9238768,0.7022711,39.954933,0.96856004,20.029564,0.24076922,0.09239169,0.019208657
194,901,3201,6658,84.9945,-70.266396,144.71591,2.8498049,0.26262113,1.2542598,0.1608342,1.8910329,3.6807134,1.1249113,97.26512,0.44654012,20.814558,0.06862739,0.20275943,0.016956015
195,6197,3839,7738,84.69941,-69.57766,127.562,7.6473484,2.5533788,9.815271,3.2295043,4.653804,18.586422,4.488813,69.642105,1.6724834,24.050966,0.71018857,0.31224462,0.075910196
196,2022,10618,4957,73.17822,-69.19264,118.93415,4.537404,2.2467983,4.309901,2.5732775,3.4403114,9.323012,2.7158487,34.800144,0.0,22.159191,1.172427,0.2000807,0.082265355
197,1299,3933,8402,84.95817,-69.21661,131.99408,9.272947,2.5818388,14.502173,2.5164053,1.4596493,3.334487,0.7640839,49.692455,3.8146973e-06,25.094166,0.4277386,0.37454328,0.042640667
198,1072,8535,7016,77.58805,-68.80892,34.026054,2.6157703,0.6798671,1.4514498,0.31194195,1.0725173,2.5437748,0.463996,91.6169,0.5227667,21.952106,0.37165245,0.10805531,0.021853793
199,4232,4369,8195,84.20401,-69.23045,115.92506,9.260075,3.178376,21.781368,7.538542,1.8827784,4.365828,1.1597964,60.783665,0.8833765,25.619059,0.37289205,0.36261252,0.10189457
200,6441,11696,5521,72.27331,-68.60135,144.44507,1.1726038,0.26044154,0.46514475,0.1557422,3.6251159,11.151466,2.7855625,22.664774,0.6927755,17.109737,0.74142957,0.14506093,0.06889716
201,910,5065,8997,83.699165,-68.66934,110.992226,1.3699429,0.3969459,0.7879105,0.25487962,1.1709471,2.0030568,0.42506847,40.333122,3.8146973e-06,20.731148,0.40161547,0.06622567,0.0152898785
202,5767,2723,6954,85.90246,-70.211266,160.68639,1.4055772,0.27309653,0.6062805,0.17387499,1.6157231,3.462821,0.74409616,67.07639,1.1607817,20.169098,0.26114696,0.10564202,0.013755066
203,12615,5900,6684,81.01458,-69.645966,54.858624,5.1667657,1.954842,4.5675063,2.1245513,4.449672,14.1898,3.39545,180.30444,2.1735528,23.599722,1.1521714,0.24325499,0.10993337
204,30271,11844,5822,72.34139,-68.41689,146.68793,1.033767,0.20817797,0.45012313,0.16394246,3.2107072,13.886859,2.646541,21.846514,0.7915064,17.229872,1.0569817,0.14476164,0.048246108
205,7006,3248,8256,85.87374,-69.43227,151.40625,3.8307657,1.9620037,2.9390793,1.3992206,4.2597346,13.329369,3.2133029,45.85814,0.39426848,21.506575,0.43927506,0.27078408,0.13737604
206,8886,8366,6997,77.801636,-68.86349,28.414207,2.4000673,0.6433541,1.3518091,0.38115585,3.8398015,14.634345,3.4047775,97.493065,2.3125737,20.565826,0.7437568,0.15312709,0.055944007
207,1870,3350,8395,85.80347,-69.339836,149.80992,4.3732815,1.2763473,3.5680199,0.7024952,2.0404427,4.980717,1.3817888,44.825493,0.08840569,22.175377,0.32383353,0.2675857,0.04323941
208,1245,10644,4905,73.09984,-69.20892,120.56321,1.9358833,0.78269756,1.3882972,0.8097384,1.236515,1.988669,0.48186016,33.715134,0.7201574,19.85728,0.35637414,0.12676895,0.044235975
209,1638,3586,6822,84.51328,-70.10128,131.8649,5.5503054,0.86792624,2.7268183,0.5349339,2.0455146,4.405273,1.1826879,112.9101,0.50317556,22.125,0.089295186,0.20935853,0.04217044
210,786,10398,5216,73.68553,-69.13812,108.31103,2.7579627,0.7654415,1.9690382,0.6034624,0.8916282,1.3388107,0.24541499,40.895634,0.10367984,21.036625,0.39798388,0.15092415,0.022763405
211,1357,4329,8371,84.36788,-69.14888,119.6353,14.71093,3.3751144,31.144226,5.7502937,2.9535615,6.0280623,1.6832393,55.160038,0.5874946,26.362974,0.29984114,0.47020468,0.12421392
212,1075,12104,6239,72.365875,-68.144356,152.92442,0.8903938,0.17694396,0.3437103,0.12243562,0.96654254,1.9016173,0.47134426,19.251116,1.9073486e-06,17.995644,0.17127384,0.09566922,0.017541368
213,4229,6390,5660,79.5725,-70.03398,53.409817,2.1721044,0.49279714,0.9924738,0.2654972,1.8517182,3.8146915,0.8908161,116.98645,3.0097861,22.14151,0.3251833,0.100718096,0.026190227
214,2536,11022,5068,72.74779,-69.01806,129.02394,2.7015104,0.5947069,1.34943,0.37505817,1.7253807,4.5189395,1.1762314,29.373552,0.28359446,19.436113,0.28831446,0.20061328,0.04086446
215,2097,13423,7441,71.75692,-67.18228,197.01503,0.82233393,0.0821085,0.25303566,0.055872988,1.4018145,2.732611,0.71496934,9.065825,0.22861536,16.66095,0.35394207,0.108701415,0.009876542
216,1524,3200,6694,85.01822,-70.248085,144.72305,2.7908478,0.39860764,1.3016698,0.21204379,1.7477928,3.7058237,0.9993838,98.1818,1.1991059,20.78435,0.06307732,0.21903728,0.02656599
217,5639,5125,6575,82.06507,-69.88445,80.86958,2.6962023,1.5725614,1.1616521,0.7436304,4.8320026,13.31261,3.5124307,161.47205,0.5696416,22.80102,0.9258398,0.114759535,0.07596891
218,6156,3924,7271,84.28778,-69.79911,121.7448,6.35736,2.1896465,4.129385,1.4657421,4.288306,14.5697775,3.5663872,99.92601,2.4544954,23.773737,0.643969,0.29369777,0.10586313
219,746,4247,8392,84.49854,-69.155594,122.3932,7.0928364,1.7112423,40.38372,3.8807707,1.594306,2.5909517,0.58817786,53.982353,0.5078904,26.01616,0.69633305,0.29627585,0.025087563
220,1006,8532,6479,77.187744,-69.07023,34.365353,2.3113415,0.29551807,1.0295293,0.11177535,1.4869759,3.019264,0.8642892,103.3588,0.0,21.661942,0.37048432,0.09125655,0.012495452
